fid,event_id,geom_ids,survey_dat,survey_d_1,agents,hosts,symptoms,survey_met,trigger_pr,trigger_se,trigger__1,trigger__2,country,silvicultu,sanitary_i,sanitary_1,sanitary_2,pattern_de,pattern_di,pattern_mo,pattern__1,severity_d,severity_1,severity_m,severity_2,is_affecte,dataset_co,SURVEYSTA
121,19727,40947,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,4.0,2.0,1,ES-004,2009-07-25
122,19728,40948,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,4.0,2.0,1,ES-004,2009-07-25
123,19729,40949,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
124,19730,40950,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
125,19731,40951,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
126,19732,40952,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
127,19733,40953,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
128,19734,40954,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
129,19735,40955,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
130,19736,40956,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
131,19737,40957,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
132,19738,40958,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
133,19739,40959,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
134,19740,40960,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
135,19741,40961,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
136,19742,40962,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
137,19743,40963,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
138,19744,40964,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
139,19745,40965,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
140,19746,40966,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
141,19747,40967,2009-07-25,+/- 7 days,Heterobasidion annosum,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,low-patchy,low-patchy,low-patchy,low-patchy,2.0,2.0,5.0,2.0,1,ES-004,2009-07-25
142,19748,40968,2009-07-25,+/- 7 days,,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,high-patchy,high-patchy,high-patchy,high-patchy,1.0,1.0,1.0,1.0,0,ES-004,2009-07-25
143,19749,40969,2009-07-25,+/- 7 days,,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,high-patchy,high-patchy,high-patchy,high-patchy,1.0,1.0,1.0,1.0,0,ES-004,2009-07-25
144,19750,40970,2009-07-25,+/- 7 days,,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,high-patchy,high-patchy,high-patchy,high-patchy,1.0,1.0,1.0,1.0,0,ES-004,2009-07-25
145,19751,40971,2009-07-25,+/- 7 days,,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,high-patchy,high-patchy,high-patchy,high-patchy,1.0,1.0,1.0,1.0,0,ES-004,2009-07-25
146,19752,40972,2009-07-25,+/- 7 days,,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,high-patchy,high-patchy,high-patchy,high-patchy,1.0,1.0,1.0,1.0,0,ES-004,2009-07-25
147,19753,40973,2009-07-25,+/- 7 days,,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,high-patchy,high-patchy,high-patchy,high-patchy,1.0,1.0,1.0,1.0,0,ES-004,2009-07-25
148,19754,40974,2009-07-25,+/- 7 days,,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,high-patchy,high-patchy,high-patchy,high-patchy,1.0,1.0,1.0,1.0,0,ES-004,2009-07-25
149,19755,40975,2009-07-25,+/- 7 days,,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,high-patchy,high-patchy,high-patchy,high-patchy,1.0,1.0,1.0,1.0,0,ES-004,2009-07-25
150,19756,40976,2009-07-25,+/- 7 days,,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,high-patchy,high-patchy,high-patchy,high-patchy,1.0,1.0,1.0,1.0,0,ES-004,2009-07-25
151,19757,40977,2009-07-25,+/- 7 days,,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,high-patchy,high-patchy,high-patchy,high-patchy,1.0,1.0,1.0,1.0,0,ES-004,2009-07-25
152,19758,40978,2009-07-25,+/- 7 days,,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,high-patchy,high-patchy,high-patchy,high-patchy,1.0,1.0,1.0,1.0,0,ES-004,2009-07-25
153,19759,40979,2009-07-25,+/- 7 days,,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,high-patchy,high-patchy,high-patchy,high-patchy,1.0,1.0,1.0,1.0,0,ES-004,2009-07-25
154,19760,40980,2009-07-25,+/- 7 days,,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,high-patchy,high-patchy,high-patchy,high-patchy,1.0,1.0,1.0,1.0,0,ES-004,2009-07-25
155,19761,40981,2009-07-25,+/- 7 days,,Abies pinsapo,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Pest/Disease,,2009.0,,Spain,,,,,high-patchy,high-patchy,high-patchy,high-patchy,1.0,1.0,1.0,1.0,0,ES-004,2009-07-25
156,19762,40982,2012-08-24,+/- 7 days,,Pinus nigra,Defoliation,Field surveys,,,,,Spain,,,,,,,,,,,,,0,ES-004,2012-08-24
157,19763,40983,2012-08-24,+/- 7 days,,Pinus nigra,Defoliation,Field surveys,,,,,Spain,,,,,,,,,,,,,0,ES-004,2012-08-24
158,19764,40984,2012-08-24,+/- 7 days,,Pinus nigra,Defoliation,Field surveys,,,,,Spain,,,,,,,,,,,,,0,ES-004,2012-08-24
159,19765,40985,2012-08-24,+/- 7 days,,Pinus nigra,Defoliation,Field surveys,,,,,Spain,,,,,,,,,,,,,0,ES-004,2012-08-24
160,19766,40986,2012-08-24,+/- 7 days,,Pinus nigra,Defoliation,Field surveys,,,,,Spain,,,,,,,,,,,,,0,ES-004,2012-08-24
161,19767,40987,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus nigra,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,4.0,2.0,1,ES-004,2012-08-24
162,19768,40988,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus nigra,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,4.0,2.0,1,ES-004,2012-08-24
163,19769,40989,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus nigra,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,4.0,2.0,1,ES-004,2012-08-24
164,19770,40990,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus nigra,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,4.0,2.0,1,ES-004,2012-08-24
165,19771,40991,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus nigra,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,4.0,2.0,1,ES-004,2012-08-24
166,19772,40992,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus nigra,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,4.0,2.0,1,ES-004,2012-08-24
167,19773,40993,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,3.0,2.0,1,ES-004,2012-08-24
168,19774,40994,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,3.0,2.0,1,ES-004,2012-08-24
169,19775,40995,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa","Pinus nigra,Pinus sylvestris","Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,high-contiguous,high-contiguous,high-contiguous,high-contiguous,1.0,1.0,2.0,1.0,1,ES-004,2012-08-24
170,19776,40996,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,3.0,2.0,1,ES-004,2012-08-24
171,19777,40997,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,high-contiguous,high-contiguous,high-contiguous,high-contiguous,1.0,1.0,2.0,1.0,1,ES-004,2012-08-24
172,19778,40998,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,high-contiguous,high-contiguous,high-contiguous,high-contiguous,1.0,1.0,2.0,1.0,1,ES-004,2012-08-24
173,19779,40999,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,high-contiguous,high-contiguous,high-contiguous,high-contiguous,1.0,1.0,2.0,1.0,1,ES-004,2012-08-24
174,19780,41000,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,high-contiguous,high-contiguous,high-contiguous,high-contiguous,1.0,1.0,2.0,1.0,1,ES-004,2012-08-24
175,19781,41001,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,high-contiguous,high-contiguous,high-contiguous,high-contiguous,1.0,1.0,2.0,1.0,1,ES-004,2012-08-24
176,19782,41002,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,high-contiguous,high-contiguous,high-contiguous,high-contiguous,1.0,1.0,2.0,1.0,1,ES-004,2012-08-24
177,19783,41003,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus nigra,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,high-contiguous,high-contiguous,high-contiguous,high-contiguous,1.0,1.0,2.0,1.0,1,ES-004,2012-08-24
178,19784,41004,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus nigra,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,high-contiguous,high-contiguous,high-contiguous,high-contiguous,1.0,1.0,2.0,1.0,1,ES-004,2012-08-24
179,19785,41005,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus nigra,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,high-contiguous,high-contiguous,high-contiguous,high-contiguous,1.0,1.0,2.0,1.0,1,ES-004,2012-08-24
180,19786,41006,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus nigra,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,high-contiguous,high-contiguous,high-contiguous,high-contiguous,1.0,1.0,2.0,1.0,1,ES-004,2012-08-24
181,19787,41007,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,high-contiguous,high-contiguous,high-contiguous,high-contiguous,1.0,1.0,2.0,1.0,1,ES-004,2012-08-24
182,19788,41008,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus nigra,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,high-contiguous,high-contiguous,high-contiguous,high-contiguous,1.0,1.0,2.0,1.0,1,ES-004,2012-08-24
183,19789,41009,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus nigra,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,4.0,2.0,1,ES-004,2012-08-24
184,19790,41010,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus nigra,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,4.0,2.0,1,ES-004,2012-08-24
185,19791,41011,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus nigra,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,4.0,2.0,1,ES-004,2012-08-24
186,19792,41012,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus nigra,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,4.0,2.0,1,ES-004,2012-08-24
187,19793,41013,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,4.0,2.0,1,ES-004,2012-08-24
188,19794,41014,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,4.0,2.0,1,ES-004,2012-08-24
189,19795,41015,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,4.0,2.0,1,ES-004,2012-08-24
190,19796,41016,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,4.0,2.0,1,ES-004,2012-08-24
191,19797,41017,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,3.0,2.0,1,ES-004,2012-08-24
192,19798,41018,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,4.0,2.0,1,ES-004,2012-08-24
193,19799,41019,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,3.0,2.0,1,ES-004,2012-08-24
194,19800,41020,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,3.0,2.0,1,ES-004,2012-08-24
195,19801,41021,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,3.0,2.0,1,ES-004,2012-08-24
196,19802,41022,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,3.0,2.0,1,ES-004,2012-08-24
197,19803,41023,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,3.0,2.0,1,ES-004,2012-08-24
198,19804,41024,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,low-contiguous,low-contiguous,low-contiguous,low-contiguous,2.0,2.0,3.0,2.0,1,ES-004,2012-08-24
199,19805,41025,2012-08-24,+/- 7 days,,Pinus nigra,Defoliation,Field surveys,,,,,Spain,,,,,,,,,,,,,0,ES-004,2012-08-24
200,19806,41026,2012-08-24,+/- 7 days,"Brachyderes sp.,Thaumetopoea pityocampa",Pinus sylvestris,"Defoliation,Discolouration,Mortality,Dieback",Field surveys,Drought,Pest/Disease,2012.0,2012.0,Spain,,,,,high-contiguous,high-contiguous,high-contiguous,high-contiguous,1.0,1.0,2.0,1.0,1,ES-004,2012-08-24
201,19807,41027,2012-08-24,+/- 7 days,,Pinus nigra,Defoliation,Field surveys,,,,,Spain,,,,,,,,,,,,,0,ES-004,2012-08-24
202,19808,41028,2012-08-24,+/- 7 days,,Pinus nigra,Defoliation,Field surveys,,,,,Spain,,,,,,,,,,,,,0,ES-004,2012-08-24
203,19809,41029,2012-08-24,+/- 7 days,,Pinus nigra,Defoliation,Field surveys,,,,,Spain,,,,,,,,,,,,,0,ES-004,2012-08-24
204,19810,41030,2012-08-24,+/- 7 days,,Pinus nigra,Defoliation,Field surveys,,,,,Spain,,,,,,,,,,,,,0,ES-004,2012-08-24
205,19811,41031,2012-08-24,+/- 7 days,,Pinus sylvestris,Defoliation,Field surveys,,,,,Spain,,,,,,,,,,,,,0,ES-004,2012-08-24
206,19812,41032,2012-08-24,+/- 7 days,,Pinus sylvestris,Defoliation,Field surveys,,,,,Spain,,,,,,,,,,,,,0,ES-004,2012-08-24
207,19813,41033,2012-08-24,+/- 7 days,,Pinus sylvestris,Defoliation,Field surveys,,,,,Spain,,,,,,,,,,,,,0,ES-004,2012-08-24
208,19814,41034,2012-08-24,+/- 7 days,,Pinus sylvestris,Defoliation,Field surveys,,,,,Spain,,,,,,,,,,,,,0,ES-004,2012-08-24
209,19815,41035,2012-08-24,+/- 7 days,,Pinus sylvestris,Defoliation,Field surveys,,,,,Spain,,,,,,,,,,,,,0,ES-004,2012-08-24
210,19816,41036,2012-08-24,+/- 7 days,,Pinus sylvestris,Defoliation,Field surveys,,,,,Spain,,,,,,,,,,,,,0,ES-004,2012-08-24
211,19817,41037,2012-08-24,+/- 7 days,,Pinus sylvestris,Defoliation,Field surveys,,,,,Spain,,,,,,,,,,,,,0,ES-004,2012-08-24
